country,project,submission_date,activity,subactivity,indicator_id,indicator_level,indicator,classification,unit,baseline,actual_to_date,end_of_compact_target,percent_complete_to_date,notes
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 1: Community Infrastructure,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0004,Process,Community infrastructure works with construction contracts signed,Cumulative,Contracts,0,77,78,98.72%,"2.2.3.CII.004
A total of 77 infrastructure projects have been finished."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 2: Rural Electrification,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0005,Goal,Increase in income of electrification beneficiaries,Level,Percentage,0,,13,,"2.2.2.REI.001 
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 2: Rural Electrification,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0006,Outcome,Cost of electricity (per kilowatt hour),Level,US Dollars,4.84,,0.16,,"BL.2.2.2.REI.002
2.2.2.REI.002
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 2: Rural Electrification,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0007,Outcome,Electricity consumption (kilowatt-hours per month),Level,Kwh,2,,82,,"BL.2.2.2.REI.003
2.2.2.REI.003
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 2: Rural Electrification,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0008,Outcome,Households with electricity in the Northern Zone,Level,Percentage,78.00,90.06,90,100.5%,"BL.2.2.2.REI.004
2.2.2.REI.004
During 2012 additional connections to electricity lines were built, therefore, a higher impact is expected. Information for 2012 will be available in July 2013 via NZ MPHS."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 2: Rural Electrification,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0009,Output,Households benefited with the connection to the electricity network,Cumulative,Number,0,"35,412","24,426",145.0%,"2.2.2.REI.005
Information from beneficiaries registration proportioned by Electricity Distributors."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 2: Rural Electrification,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0010,Output,Household benefited with the Installation of isolated solar systems,Cumulative,Number,0,"1,950","1,950",100.0%,2.2.2.REI.006
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 2: Rural Electrification,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0011,Process,Kilometers of new lines of electrical distribution construction contracts signed,Cumulative,Kilometers,0," 1,522.52 ","1,415",107.6%,"2.2.2.REI.007
Although this indicator target was completed by September 2009, there was another contract signed with DELSUR (electricity distribution company) at the begining of 2012, for the construction of 16 aditional Kilometers of electrical network in the NZ, that will cover San Salvador municipalities.
On October 24, 2012 the final report is 1,522.52 Kms of electrical distribution lines built."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 2: Rural Electrification,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0012,Process,Solar PV systems installation and basic training contracts signed,Cumulative,Number,0,"1,950","1,950",100.0%,2.2.2.REI.008
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0013,Goal,Increase in income of water and sanitation beneficiaries,Level,Percentage,0,,15,,"2.2.1.WSI.001
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0014,Outcome,Reduction in days of school or work missed as a result of water-borne diseases (days per year per person),Level,Days,0,,-39,,"2.2.1.WSI.002
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See  Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0015,Outcome,Reduction in days of school or work missed as a result of water-borne diseases (days per year per person) (female),Level,Days,0,,,,"2.2.1.WSI.003
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0016,Outcome,Cost of water ,Level,US Dollars ,1.68,,0.43,,"BL.2.2.1.WSI.004
2.2.1.WSI.004
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See in Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0017,Outcome,Residential water consumption,Level,Liters,69.42,,177.1,,"BL.2.2.1.WSI.005
2.2.1.WSI.005
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See in Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,Outcome,Residential water consumption; Urban,Level,Liters,0,, ,,"2.2.1.WSI.006
Added from v6 M&E Plan
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,Outcome,Residential water consumption; Rural,Level,Liters,0,, ,,"2.2.1.WSI.007
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,Outcome,Time collecting water (hours per week per household),Level,Hours,4.58,,0,,"BL.2.2.1.WSI.008
2.2.1.WSI.008
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,Outcome,Time collecting water (female),Level,Hours,0,,,,"2.2.1.WSI.009
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,Outcome,Incidence of diarrhea ,Level,Percentage,8.5,,0,,"BL.2.2.1.WSI.010
2.2.1.WSI.010
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,Outcome,Incidence of diarrhea (Under age 5),Level,Percentage,0,,,,"2.2.1.WSI.011
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,Outcome,Incidence of diarrhea (5 years and older),Level,Percentage,0,,,,"2.2.1.WSI.012
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,Outcome,Access to improved water supply,Level,Percentage,79,83.10,83,102.4%,"BL.2.2.1.WSI.013
2.2.1.WSI.013
Information corrected in Year 4 according to established measurement of indicator.
According to NZ MPHS 2011 there are 185,851 out of 223,654 households in the NZ that have access to improved water supply."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,Outcome,Access to improved water supply; Urban,Level,Percentage,0,96.95, , ,"2.2.1.WSI.014
According to NZ MPHS 2011 there are 72,528 out of 74,397 households in urban areas of the Northern Zone have access to improved water supply "
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,Outcome,Access to improved water supply; Rural,Level,Percentage,0,76.19, , ,"2.2.1.WSI.015
According to NZ MPHS 2011 there are 113,723 out of 149,257 households in rural areas of the Northern Zone have access to improved water supply"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,Outcome,Access to improved sanitation,Level,Percentage,82,87.72,83,572%,"BL.2.2.1.WSI.016
2.2.1.WSI.016
According to NZ MPHS 2011 there are 196,198 out of 223,654 households in the NZ that have access to improved sanitation."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,Outcome,Access to improved sanitation; Urban,Level,Percentage,0,97.69,,,"2.2.1.WSI.017
According to NZ MPHS 2011, there are 72,678 out of 74,397 households with sanitation in urban areas"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,Outcome,Access to improved sanitation; Rural,Level,Percentage,0,82.76,,,"2.2.1.WSI.018
According to NZ MPHS 2011, there are 123,520 out of 149,257 households with sanitation in rural areas"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,Output,Households with access to improved sanitation,Cumulative,Number,0,"7,169","1,967",364.5%,"2.2.1.WSI.019
There are 7,169 households that have been benefited with the construction of 1,810 Latrines and 7,142 infiltration systems. All types of sanitation are being accounted for this indicator, not considering double counting of households."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,Output,Households with access to improved water supply,Cumulative,Number,0,"7,634","6,935",110.1%,2.2.1.WSI.020
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,Process,Potable water and basic sanitation systems with construction contracts signed,Cumulative,Number,0,45,51,88.2%,"2.2.1.WSI.021
All the contracted projects (45) have finished their construction. 
No more projects will be constructed due to lack of feasibility, 23 out of 68 projects were not feasible. There were 5 criteria for the selected projects in order to be built: 1) technical feasibility, 2) legal feasibility, 3) economic feasibility, 4) social feasibility, and 5) environmental feasibility.
The reasons for not building the projects are due to lack of Technical Feasibility: in 5 projects the water was not sufficient to supply the community; and in 6 additional projects the level of arsenic was found to be higher than the admitted amounts. Another reason for not building the projects, is due to lack of Economic Feasibility: in 3 projects the mayors did not give counterpart funding; 4 additional projects did not meet the cost-benefit assessment due to low quantity of beneficiaries. And additional reason  for not building the project is due to lack of Social Feasibility: in 5 projects households did not accept to be connected to the water meter."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,Output,People trained in hygiene and sanitary best practices,Cumulative,Number,0,"2,406","1,967",122.3%,"2.2.1.WSI.022
This data has been updated to avoid double counting."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,Output,People trained in hygiene and sanitary best practices; Male,Cumulative,Number,0,"1,128",,,"2.2.1.WSI.023
Male participation is 46.88%"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,Output,People trained in hygiene and sanitary best practices; Female,Cumulative,Number,0,"1,278",,,"2.2.1.WSI.024
Currently female participation is 53.12%"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,Process,Value of signed water and sanitation construction contracts,Cumulative,US Dollars,0,"10,451,447.60",,,"2.2.1.WSI.025
Data for this indicator was modified to reflect Compact End actuals.
Information according to Direction of  Finances as of November 19, 2012."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,Process,Value of signed water and sanitation construction contracts disbursed,Cumulative,US Dollars,0,"10,188,837","16,632,190.4",61.3%,"2.2.1.WSI.026
The actual disbursed amounts reached the contract amounts on 97.5%, because some contracts required modifications, or were closed. No more disbursements will be done.
The contracting value reflects less amounts than the one projected as target for disbursement, no more projects will be constructed due to lack of feasibility, 23 out of 68 projects were not feasible. There were 5 criteria for the selected projects in order to be built: 1) technical feasibility, 2) legal feasibility, 3) economic feasibility, 4) social feasibility, and 5) environmental feasibility.
The reasons for not building the projects are due to lack of Technical Feasibility: in 5 projects the water was not sufficient to supply the community; and in 6 additional projects the level of arsenic was found to be higher than the admitted amounts. Another reason for not building the projects, is due to lack of Economic Feasibility: in 3 projects the mayors did not give counterpart funding; 4 additional projects did not meet the cost-benefit assessment due to low quantity of beneficiaries. And additional reason  for not building the project is due to lack of Social Feasibility: in 5 projects households did not accept to be connected to the water meter."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,Process,Percent disbursed of water and sanitation construction contracts,Level,Percentage,0,97.49,100,97.5%,2.2.1.WSI.027
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,Process,Value of signed water and sanitation feasibility and design contracts,Cumulative,US Dollars,0,"4,983,799.72",,,"2.2.1.WSI.028
Information according to Direction of Finances as of November 19, 2012. 
Indicator definition was modify to comply with common indicator."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,Process,Value of signed water and sanitation feasibility and design contracts disbursed ,Cumulative,US Dollars,0,"4,785,175.30",,,"2.2.1.WSI.029
Information according to Direction of Finances as of  November 19, 2012. 
Indicator definition was modify to comply with common indicator."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 1: Community Development Activity,Sub-Activity 3: Water and Sanitation,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,Process,Percent disbursed of water and sanitation feasibility and design contracts,Level,Percentage,0,96.01,100,96.0%,2.2.1.WSI.030
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,Goal,Incremental income of graduates of the Chalatenango Center,Level,Percentage,0,,40,,"2.1.1.FEI.001
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0044,Goal,Incremental income of graduates of middle technical schools,Level,Percentage,0,,64,,"2.1.1.FEI.002
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0045,Outcome,Employment rate of graduates of the Chalatenango Center,Level,Percentage,70,,70,,"BL.2.1.1.FEI.003
2.1.1.FEI.003
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0046,Outcome,Employment rate of graduates of middle technical schools,Level,Percentage,66,,66,,"BL.2.1.1.FEI.004
2.1.1.FEI.004
Survey to occur in 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See in Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0047,Outcome,Graduation rates of the Chalatenango Center,Level,Percentage,73.0,88.81,73,121.7%,"BL.2.1.1.FEI.005
2.1.1.FEI.005
ITCHA MEGATECH information states that the enrollment on first year in 2010 was 268, and graduated scholars on 2011 were 238, of which 172 were scholarship recipients from FOMILENIO.
Different formula is being used in ""% Complete to Date""-cell, because both baseline and compact target are equal number.
MINED will continue to report on this indicator as agreed to in Post Compact M&E Plan."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0048,Outcome,Graduation rates of middle technical schools,Level,Percentage,71,66.92,71,94.3%,"BL.2.1.1.FEI.006
2.1.1.FEI.006
To date MINED has reported only on Middle General Education for year 2011, here 1,232 out of 1,841 have graduated; enrollment and graduation rates of Middle Technical Schools have yet to be accounted for.
Students with scholarship enrolled in Middle General Education in 2010 that graduated in 2011 were 210 students. 
Different formula is being used in ""% Complete to Date""-cell, because both baseline and compact target are equal number.
MINED will continue to report on this indicator as agreed to in Post Compact M&E Plan."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0049,Outcome,Students of the Chalatenango Center,Level,Number,264,613,540,126.4%,"BL.2.1.1.FEI.007
2.1.1.FEI.007
MINED will continue to report on this indicator as agreed to in Post Compact M&E Plan."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0050,Outcome,Students of middle technical schools,Level,Number,"7,600","9,720","9,413",116.9%,"BL.2.1.1.FEI.008
2.1.1.FEI.008
At of June 2012, MINED sent preliminary official information on Middle Technical Schools enrollment for 2012, it has been considered enrollment from the 20 middle schools: 8,582 from regular system education, as well as 1,082  highgschool students at distance; and 56 students receiving classes at night.
In 2012 MINED provided official enrollment census for the 20 Middle Technical Schools as follows: year 2007: 7,609; year 2008: 7,722; year 2009: 7,853; year 2010: 8,339; and year 2011: 8,997; accordingly ITT data reported in Compact Year 3 and 4 has been updated to reflect this official Census.
MINED will continue to report on this indicator as agreed to in Post Compact M&E Plan."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0051,Outcome,Graduates from MCC-supported education activities,Cumulative,Number,0,"4,285","6,795",63.1%,"2.1.1.FEI.009
Data from MINED establishes that there have been 1,799 graduates from Middle Schools in 2010 (includes 1,002 general education, and 797 technical education); and for the year 2011 there have been 2,081 graduates from Middle Schools (including 1,232 from general education, and 849 technical education). 
From the Technological Education scholars there have been 282 graduated from ITCHA, from ITCA LU (43) graduated, from ITCA STA TECLA(13) and from ENA (67).
Data for 2011 will be reported in 2013 and added to this indicator.
MINED will continue to report on this indicator as agreed to in Post Compact M&E Plan."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0052,Outcome,Graduates from MCC-supported education activities; primary,Cumulative,Number,0,, , ,"2.1.1.FEI.010
N/A"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0053,Outcome,Graduates from MCC-supported education activities; secondary,Cumulative,Number,0,"3,880",,,"2.1.1.FEI.011
There have been 1,799 graduates from Middle Schools in 2010 (includes 1,002 general education, and 797 technical education); and for the year 2011 there have been 2,081 graduates from Middle Schools (including 1,232 from general education, and 849 technical education).
MINED will continue to report on this indicator as agreed to in Post Compact M&E Plan."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0054,Outcome,Graduates from MCC-supported education activities; post-secondary,Cumulative,Number,0,405,,,"2.1.1.FEI.012
Includes graduated technological education scholar recipients from ITCHA (282), ITCA LA UNION (43), ITCA STA TECLA (13) and from ENA (67).
MINED will continue to report on this indicator as agreed to in Post Compact M&E Plan."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0055,Output,Technologic institutes remodeled and equipped,Cumulative,Number,0,1,1,100.0%,"2.1.1.FEI.013
This is MEGATEC"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0056,Output,Middle technical schools remodeled and equipped,Cumulative,Number,0,20,20,100.0%,2.1.1.FEI.014
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0057,Output,Educational facilities constructed or rehabilitated ,Cumulative,Number,0,22,22,100.0%,"2.1.1.FEI.015
This number includes the 20 Middle Tech Schools (rehabilitated), MEGATEC (new construction), and the Institute of Chalatenango facility (rehabilitated)."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0058,Process,"Value of signed educational facility, construction, rehabilitation, and equipping contracts",Cumulative,US Dollars,0,"9,857,585",,,"2.1.1.FEI.016
In order to comply with the common indicator, this data was changed in Q16, by this time all the projects were finished (""supervision or administrative contracts"" were omitted from calculation).
Information from Direction of Finances as of November 19, 2012."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0059,Process,"Value of educational facility construction, rehabilitation, and equipping contracts disbursed",Cumulative,US Dollars,0,"9,839,371","12,580,000.00",78.2%,"2.1.1.FEI.017
Information from Direction of Finances as of November 19, 2012.
Although the disbursement has reached 99.8% according to the current contract value, the disbursement value target is only 78.2% in reference to the original target. The original was not changed to reflect savings. Additionally adjustments have been made in order to comply with the common indicators E-1 and E-2, (""supervision or administrative contracts"" were omitted from calculation)."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0060,Process,"Percent  disbursed of educational facility construction, rehabilitation, and equipping contracts",Level,Percentage,0,99.8,100,99.8%,"2.1.1.FEI.018
This percentage reflects the actual rate disbursed."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0061,Output,Instructors trained,Cumulative,Number,0,378,,,"2.1.1.FEI.019
This indicator only includes teachers (378) from the 21 strenghtened institutions by MCC-funding."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0062,Output,Instructors trained; Male,Cumulative,Number,0,196,,,"2.1.1.FEI.020
Male participation was 51.85%"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0063,Output,Instructors trained; Female,Cumulative,Number,0,182,,,"2.1.1.FEI.021
Female participation was 48.15%"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0064,Output,Number of instructors and staff trained or certified through MCC-supported activities,Cumulative,Number,0,566,500,113.2%,"2.1.1.FEI.022
This indicator included teachers (378), administrative staff (146) and members of CDE (School Board of Directors: 42) from the 21 strenghtened institutions by MCC-funding."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0065,Outcome,Students participating in MCC-supported education activities ,Cumulative,Number,0,"30,672","26,927",113.9%,"2.1.1.FEI.023
This indicator is comprised of various participants from MCC-supported education activities. 
This information has been updated and corrected: it considers first year scholarship recipients from technological and middle tech education for years 2008 through 2012 (921 technological and 3,409 middle techs). 
The complement for the ITCHA 2010 first year enrollment (177 without scholarships) was included, as well as the following first year enrollment complement for ITCHA 2011 (286 students without scholarships), and first year enrollment at ITCHA on 2012 (257 without scholarships).
It also includes total year enrollment from middle technical schools, only for year 2010 (7,418 without scholarships). It includes the enrollment from first year middle technical schools for year 2011(3,026 without scholarships). It has been included the first year enrollment for middle technical schools without scholarship in 2012 (3,282), reported by MINED as preliminary information.
It is also included 11,888 trainees from Non-formal education for the 5-year compact."
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0066,Outcome,Students participating in MCC-supported education activities; primary,Cumulative,Number,0,,,,"2.1.1.FEI.024
N/A"
El Salvador,All Projects and Activities,"December 10, 2012",Activity 2: Education and Training,Sub-Activity 1: Formal Education,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0067,Outcome,Students participating in MCC-supported education activities; secondary,Cumulative,Number,0,"17,135",,,"2.1.1.FEI.025
This indicator includes 3,409 scholarship recipients plus total year enrollment from middle technical schools, only for year 2010 (7,418 without scholarships). It includes the enrollment from first year middle technical schools for year 2011(3,026 without scholarships). Additionally it includes first year enrollment for middle technical schools without scholarship in 2012 (3,282), reported by MINED as preliminary information."
