indicator_id,compact_year,timeframe,q1,q2,q3,q4,yearly_target,percent_complete
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0018,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0019,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0020,5,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0021,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0022,5,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0023,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0024,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,1,(Oct-2007 to Sept-2008),79,,,,79,0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,2,,76.7,,,,79,-584%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,3,,80.2,,,,79,290.8%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,4,, 79.81 ,,,,82,27.1%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0025,5,, 83.10 ,,,,83,102.4%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,1,(Oct-2007 to Sept-2008), ,,,,   , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,2,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,3,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,4,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0026,5,, 96.95 ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,1,(Oct-2007 to Sept-2008), ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,2,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,3,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,4,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0027,5,, 76.19 ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,1,(Oct-2007 to Sept-2008),82,,,,82,85%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,2,,84.6,,,,82,2573%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,3,,86.5,,,,82,4489%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,4,, 87.11 ,,,,83,511%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0028,5,, 87.72 ,,,,83,572.4%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,1,(Oct-2007 to Sept-2008), ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,2,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,3,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,4,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0029,5,, 97.69 ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,1,(Oct-2007 to Sept-2008), ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,2,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,3,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,4,, ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0030,5,, 82.76 ,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,1,(Oct-2007 to Sept-2008),,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,2,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,3,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,4,,,,845,"1,516",850,178.4%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0031,5,,"4,345","5,441","6,649","7,169","1,967",364.46%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,1,(Oct-2007 to Sept-2008),,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,2,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,3,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,4,,,,913,"1,724","3,164",54.5%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0032,5,,"3,659","5,114","6,324","7,634","6,935",110.08%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,1,(Oct-2007 to Sept-2008),,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,2,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,3,,,,1,13,25,52%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,4,,14,28,39,39,40,97.5%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0033,5,,45,45,45,45,51,88.24%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,1,(Oct-2007 to Sept-2008),,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,2,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,3,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,4,,,,"1,258","1,258",850,148.0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0034,5,,"1,258","1,258","2,406","2,406","1,967",122.32%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,4,,,,557,557,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0035,5,,557,557,"1,128","1,128",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,4,,,,701,701,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0036,5,,701,701,"1,278","1,278",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,2,,,"306,669.50","306,669.50","306,669.50",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,3,,"306,669.50","306,669.50","894,017.12","3,285,352.70",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,4,,"3,609,752.16","7,926,814.44","9,116,747.82","9,162,470.91",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0037,5,,"9,989,943.39","10,415,169.30","10,451,447.60","10,451,447.60",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,3,,,,,"81,285.58","460,985.41",18%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,4,,"302,732.14","1,018,987.78","2,165,419.89","6,088,012.65","8,519,885.24",71.5%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0038,5,,"7,955,414.17","9,428,214.34","9,898,028.54","10,188,836.65","16,632,190.4",61.26%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,3,,,,,2,19,13%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,4,,8.39,12.85,23.75,66.45,81,82.0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0039,5,,79.63,90.52,94.70,97.49,100,97.49%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0040,5,,,,,"4,983,799.72",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0041,5,,,,,"4,785,175.30",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0042,5,,,,,96.01,100,96.01%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0043,5,,,,,,40,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0044,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0044,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0044,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0044,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0044,5,,,,,,64,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0045,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0045,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0045,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0045,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0045,5,,,,,,70,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0046,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0046,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0046,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0046,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0046,5,,,,,,66,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0047,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0047,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0047,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0047,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0047,5,,,88.81,,,73,121.7%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0048,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0048,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0048,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0048,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0048,5,,,,67,,71,94.3%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0049,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0049,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0049,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0049,4,,377,611,663,,600,118.8%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0049,5,,,613,,,540,126.4%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0050,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0050,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0050,3,,,,"8,339",,"8,190",125%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0050,4,,,,,"8,997","8,810",115.5%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0050,5,,,,9720,,"9,413",116.9%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0051,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0051,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0051,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0051,4,,,,,,"2,777",
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0051,5,,,,4118,4285,"6,795",60.6%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0052,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0052,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0052,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0052,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0052,5,,,,,, , 
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0053,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0053,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0053,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0053,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0053,5,,,,,3880,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0054,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0054,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0054,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0054,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0054,5,,,,,405,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0055,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0055,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0055,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0055,4,,,,1,1,1,100.0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0055,5,,1,1,1,1,1,100.00%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0056,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0056,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0056,3,,1,19,20,20,20,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0056,4,,20,20,20,20,20,100.0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0056,5,,20,20,20,20,20,100.00%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0057,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0057,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0057,3,,1,19,20,20,21,95%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0057,4,,21,21,22,22,22,100.0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0057,5,,22,22,22,22,22,100.00%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0058,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0058,2,,,,,"4,673,373.54",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0058,3,,"4,803,983.60","4,803,983.60","8,930,156.88","8,930,156.88",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0058,4,,"9,195,776.78","9,311,276.54","9,857,585.03","9,857,585.03",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0058,5,,"9,857,585.03","9,857,585.03","9,857,585.03","9,857,585.03",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0059,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0059,2,,,,,"726,316.85","726,316.85",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0059,3,,"2,170,996.02","3,472,182.50","5,637,533.60","6,037,462.18","6,030,000.00",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0059,4,,"6,043,064.33","6,379,046.66","8,745,100.03","9,839,371.00","12,580,000.00",78.2%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0059,5,,"9,839,371.00","9,839,371.00","9,839,371.00","9,839,371.00","12,580,000.00",78.21%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0060,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0060,2,,,,,15.5,15.5,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0060,3,,45.19,72.28,63.13,67.61,67.6,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0060,4,,65.72,68.51,88.71,99.82,100,99.8%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0060,5,,99.82,99.82,99.82,99.82,100,99.82%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0061,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0061,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0061,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0061,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0061,5,,,,,378,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0062,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0062,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0062,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0062,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0062,5,,,,,196,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0063,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0063,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0063,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0063,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0063,5,,,,,182,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0064,1,(Oct-2007 to Sept-2008),,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0064,2,,,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0064,3,,34,60,133,450,500,90%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0064,4,,450,450,460,515,500,103.0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0064,5,,561,564,566,566,500,113.20%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0065,1,(Oct-2007 to Sept-2008),,,,110,110,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0065,2,,110,328,961,"1,314","1,314",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0065,3,,"1,974","3,585","11,599","12,883","12,781",100.8%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0065,4,,"14,067","16,978","18,227","21,104","21,796",96.8%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0065,5,,"22,388","25,525","30,632","30,672","26,927",113.91%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0066,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0066,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0066,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0066,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0066,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0067,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0067,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0067,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0067,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0067,5,,,,,"17,135",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0068,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0068,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0068,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0068,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0068,5,,,,,"1,641",,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0069,1,(Oct-2007 to Sept-2008),,,,110,110,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0069,2,,110,178,194,194,194,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0069,3,,194,506,506,506,504,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0069,4,,506,920,921,921,932,98.8%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0069,5,,921,921,921,921,932,98.82%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0070,1,(Oct-2007 to Sept-2008),,,,43,43,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0070,2,,43,71,71,71,71,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0070,3,,71,71,209,209,209,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0070,4,,209,424,424,424,359,118.1%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0070,5,,424,424,424,424,359,118.11%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0071,1,(Oct-2007 to Sept-2008),,,,,0,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0071,2,,,150,150,150,150,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0071,3,,150,"1,071","1,071","1,071","1,071",100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0071,4,,"1,071","2,268","2,268","2,268","2,521",90.0%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0071,5,,"2,268","3,409","3,409","3,409","3,445",98.96%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0072,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0072,2,,,54,54,54,54,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0072,3,,54,544,544,544,544,100%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0072,4,,544,"1,227","1,227","1,227","1,104",111.1%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0072,5,,"1,227","1,842","1,842","1,842","1,464",125.82%
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0073,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0073,2,,,23-JAN-09,,,15-Nov-08,COMPLETE
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0073,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0073,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0073,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0074,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0074,2,,,,01-APR-09,,30-Apr-09,COMPLETE
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0074,3,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0074,4,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0074,5,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0075,1,(Oct-2007 to Sept-2008),,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0075,2,,,,,,,
EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0075,3,,,,,,,
